"I0429 11:18:34.044518  1383 solver.cpp:264] Iteration 15000, Testing net (#0)"
"I0429 11:35:10.349407  1383 solver.cpp:209] Iteration 15660, loss = 0.332233"
"I0429 11:35:10.349470  1383 solver.cpp:674] Iteration 15660, lr = 0.001"
"I0429 11:35:38.626651  1383 solver.cpp:209] Iteration 15680, loss = 0.318633"
"I0429 11:35:38.626766  1383 solver.cpp:674] Iteration 15680, lr = 0.001"
"I0429 11:36:06.917747  1383 solver.cpp:209] Iteration 15700, loss = 0.248286"
"I0429 11:36:06.917809  1383 solver.cpp:674] Iteration 15700, lr = 0.001"
"I0429 11:36:35.204155  1383 solver.cpp:209] Iteration 15720, loss = 0.261296"
"I0429 11:36:35.204273  1383 solver.cpp:674] Iteration 15720, lr = 0.001"
"I0429 11:37:03.496409  1383 solver.cpp:209] Iteration 15740, loss = 0.289372"
"I0429 11:37:03.496469  1383 solver.cpp:674] Iteration 15740, lr = 0.001"
"I0429 11:37:31.786825  1383 solver.cpp:209] Iteration 15760, loss = 0.201414"
"I0429 11:37:31.786943  1383 solver.cpp:674] Iteration 15760, lr = 0.001"
"I0429 11:38:00.075285  1383 solver.cpp:209] Iteration 15780, loss = 0.209954"
"I0429 11:38:00.075367  1383 solver.cpp:674] Iteration 15780, lr = 0.001"
"I0429 11:38:28.361608  1383 solver.cpp:209] Iteration 15800, loss = 0.320315"
"I0429 11:38:28.361717  1383 solver.cpp:674] Iteration 15800, lr = 0.001"
"I0429 11:38:56.652189  1383 solver.cpp:209] Iteration 15820, loss = 0.349646"
"I0429 11:38:56.652253  1383 solver.cpp:674] Iteration 15820, lr = 0.001"
"I0429 11:39:24.944110  1383 solver.cpp:209] Iteration 15840, loss = 0.223042"
"I0429 11:39:24.944228  1383 solver.cpp:674] Iteration 15840, lr = 0.001"
"I0429 11:39:53.230103  1383 solver.cpp:209] Iteration 15860, loss = 0.245029"
"I0429 11:39:53.230165  1383 solver.cpp:674] Iteration 15860, lr = 0.001"
"I0429 11:40:21.518290  1383 solver.cpp:209] Iteration 15880, loss = 0.217852"
"I0429 11:40:21.518399  1383 solver.cpp:674] Iteration 15880, lr = 0.001"
"I0429 11:40:49.808086  1383 solver.cpp:209] Iteration 15900, loss = 0.253135"
"I0429 11:40:49.808146  1383 solver.cpp:674] Iteration 15900, lr = 0.001"
"I0429 11:41:18.103380  1383 solver.cpp:209] Iteration 15920, loss = 0.28793"
"I0429 11:41:18.103458  1383 solver.cpp:674] Iteration 15920, lr = 0.001"
"I0429 11:41:46.404736  1383 solver.cpp:209] Iteration 15940, loss = 0.307966"
"I0429 11:41:46.404794  1383 solver.cpp:674] Iteration 15940, lr = 0.001"
"I0429 11:42:14.692148  1383 solver.cpp:209] Iteration 15960, loss = 0.314885"
"I0429 11:42:14.692263  1383 solver.cpp:674] Iteration 15960, lr = 0.001"
"I0429 11:42:42.979905  1383 solver.cpp:209] Iteration 15980, loss = 0.258486"
"I0429 11:42:42.979965  1383 solver.cpp:674] Iteration 15980, lr = 0.001"
"I0429 11:43:09.849630  1383 solver.cpp:264] Iteration 16000, Testing net (#0)"
I0429 11:44:12.913393  1383 solver.cpp:315]     Test net output #0: accuracy = 0.6867
"I0429 11:44:13.350860  1383 solver.cpp:209] Iteration 16000, loss = 0.254997"
"I0429 11:44:13.350915  1383 solver.cpp:674] Iteration 16000, lr = 0.001"
"I0429 11:44:41.645612  1383 solver.cpp:209] Iteration 16020, loss = 0.332989"
"I0429 11:44:41.645670  1383 solver.cpp:674] Iteration 16020, lr = 0.001"
"I0429 11:45:09.932580  1383 solver.cpp:209] Iteration 16040, loss = 0.288571"
"I0429 11:45:09.932703  1383 solver.cpp:674] Iteration 16040, lr = 0.001"
"I0429 11:45:38.215067  1383 solver.cpp:209] Iteration 16060, loss = 0.340235"
"I0429 11:45:38.215126  1383 solver.cpp:674] Iteration 16060, lr = 0.001"
"I0429 11:46:06.501027  1383 solver.cpp:209] Iteration 16080, loss = 0.223608"
"I0429 11:46:06.501153  1383 solver.cpp:674] Iteration 16080, lr = 0.001"
"I0429 11:46:34.780953  1383 solver.cpp:209] Iteration 16100, loss = 0.268458"
"I0429 11:46:34.781013  1383 solver.cpp:674] Iteration 16100, lr = 0.001"
"I0429 11:47:03.070142  1383 solver.cpp:209] Iteration 16120, loss = 0.330129"
"I0429 11:47:03.070216  1383 solver.cpp:674] Iteration 16120, lr = 0.001"
"I0429 11:47:31.366732  1383 solver.cpp:209] Iteration 16140, loss = 0.190056"
"I0429 11:47:31.366789  1383 solver.cpp:674] Iteration 16140, lr = 0.001"
"I0429 11:47:59.654558  1383 solver.cpp:209] Iteration 16160, loss = 0.236624"
"I0429 11:47:59.654665  1383 solver.cpp:674] Iteration 16160, lr = 0.001"
"I0429 11:48:27.943444  1383 solver.cpp:209] Iteration 16180, loss = 0.326087"
"I0429 11:48:27.943505  1383 solver.cpp:674] Iteration 16180, lr = 0.001"
"I0429 11:48:56.242643  1383 solver.cpp:209] Iteration 16200, loss = 0.26251"
"I0429 11:48:56.242764  1383 solver.cpp:674] Iteration 16200, lr = 0.001"
"I0429 11:49:24.534333  1383 solver.cpp:209] Iteration 16220, loss = 0.255976"
"I0429 11:49:24.534394  1383 solver.cpp:674] Iteration 16220, lr = 0.001"
"I0429 11:49:52.823482  1383 solver.cpp:209] Iteration 16240, loss = 0.269689"
"I0429 11:49:52.823601  1383 solver.cpp:674] Iteration 16240, lr = 0.001"
"I0429 11:50:21.112298  1383 solver.cpp:209] Iteration 16260, loss = 0.322137"
"I0429 11:50:21.112359  1383 solver.cpp:674] Iteration 16260, lr = 0.001"
"I0429 11:50:49.401689  1383 solver.cpp:209] Iteration 16280, loss = 0.252372"
"I0429 11:50:49.401810  1383 solver.cpp:674] Iteration 16280, lr = 0.001"
"I0429 11:51:17.697110  1383 solver.cpp:209] Iteration 16300, loss = 0.301352"
"I0429 11:51:17.697170  1383 solver.cpp:674] Iteration 16300, lr = 0.001"
"I0429 11:51:45.986346  1383 solver.cpp:209] Iteration 16320, loss = 0.247562"
"I0429 11:51:45.986469  1383 solver.cpp:674] Iteration 16320, lr = 0.001"
"I0429 11:52:14.281410  1383 solver.cpp:209] Iteration 16340, loss = 0.104801"
"I0429 11:52:14.281471  1383 solver.cpp:674] Iteration 16340, lr = 0.001"
"I0429 11:52:42.565786  1383 solver.cpp:209] Iteration 16360, loss = 0.299274"
"I0429 11:52:42.565894  1383 solver.cpp:674] Iteration 16360, lr = 0.001"
"I0429 11:53:10.854166  1383 solver.cpp:209] Iteration 16380, loss = 0.241133"
"I0429 11:53:10.854226  1383 solver.cpp:674] Iteration 16380, lr = 0.001"
"I0429 11:53:39.145464  1383 solver.cpp:209] Iteration 16400, loss = 0.222536"
"I0429 11:53:39.145577  1383 solver.cpp:674] Iteration 16400, lr = 0.001"
"I0429 11:54:07.433338  1383 solver.cpp:209] Iteration 16420, loss = 0.301165"
"I0429 11:54:07.433398  1383 solver.cpp:674] Iteration 16420, lr = 0.001"
"I0429 11:54:35.716461  1383 solver.cpp:209] Iteration 16440, loss = 0.229595"
"I0429 11:54:35.716580  1383 solver.cpp:674] Iteration 16440, lr = 0.001"
"I0429 11:55:04.002701  1383 solver.cpp:209] Iteration 16460, loss = 0.200839"
"I0429 11:55:04.002765  1383 solver.cpp:674] Iteration 16460, lr = 0.001"
"I0429 11:55:32.286442  1383 solver.cpp:209] Iteration 16480, loss = 0.270405"
"I0429 11:55:32.286556  1383 solver.cpp:674] Iteration 16480, lr = 0.001"
"I0429 11:56:00.579488  1383 solver.cpp:209] Iteration 16500, loss = 0.275483"
"I0429 11:56:00.579547  1383 solver.cpp:674] Iteration 16500, lr = 0.001"
"I0429 11:56:28.860991  1383 solver.cpp:209] Iteration 16520, loss = 0.164281"
"I0429 11:56:28.861136  1383 solver.cpp:674] Iteration 16520, lr = 0.001"
"I0429 11:56:57.142284  1383 solver.cpp:209] Iteration 16540, loss = 0.251061"
"I0429 11:56:57.142341  1383 solver.cpp:674] Iteration 16540, lr = 0.001"
"I0429 11:57:25.425467  1383 solver.cpp:209] Iteration 16560, loss = 0.297482"
"I0429 11:57:25.425591  1383 solver.cpp:674] Iteration 16560, lr = 0.001"
"I0429 11:57:53.715087  1383 solver.cpp:209] Iteration 16580, loss = 0.178761"
"I0429 11:57:53.715144  1383 solver.cpp:674] Iteration 16580, lr = 0.001"
"I0429 11:58:22.002166  1383 solver.cpp:209] Iteration 16600, loss = 0.229693"
"I0429 11:58:22.002240  1383 solver.cpp:674] Iteration 16600, lr = 0.001"
"I0429 11:58:50.291221  1383 solver.cpp:209] Iteration 16620, loss = 0.196196"
"I0429 11:58:50.291277  1383 solver.cpp:674] Iteration 16620, lr = 0.001"
"I0429 11:59:18.587496  1383 solver.cpp:209] Iteration 16640, loss = 0.311431"
"I0429 11:59:18.587622  1383 solver.cpp:674] Iteration 16640, lr = 0.001"
"I0429 11:59:46.879956  1383 solver.cpp:209] Iteration 16660, loss = 0.287696"
"I0429 11:59:46.880015  1383 solver.cpp:674] Iteration 16660, lr = 0.001"
"I0429 12:00:15.165874  1383 solver.cpp:209] Iteration 16680, loss = 0.273978"
"I0429 12:00:15.165997  1383 solver.cpp:674] Iteration 16680, lr = 0.001"
"I0429 12:00:43.452486  1383 solver.cpp:209] Iteration 16700, loss = 0.174617"
"I0429 12:00:43.452545  1383 solver.cpp:674] Iteration 16700, lr = 0.001"
"I0429 12:01:11.746043  1383 solver.cpp:209] Iteration 16720, loss = 0.23349"
"I0429 12:01:11.746153  1383 solver.cpp:674] Iteration 16720, lr = 0.001"
"I0429 12:01:40.034059  1383 solver.cpp:209] Iteration 16740, loss = 0.23491"
"I0429 12:01:40.034116  1383 solver.cpp:674] Iteration 16740, lr = 0.001"
"I0429 12:02:08.326135  1383 solver.cpp:209] Iteration 16760, loss = 0.228061"
"I0429 12:02:08.326248  1383 solver.cpp:674] Iteration 16760, lr = 0.001"
"I0429 12:02:36.610641  1383 solver.cpp:209] Iteration 16780, loss = 0.262791"
"I0429 12:02:36.610697  1383 solver.cpp:674] Iteration 16780, lr = 0.001"
"I0429 12:03:04.895056  1383 solver.cpp:209] Iteration 16800, loss = 0.246372"
"I0429 12:03:04.895169  1383 solver.cpp:674] Iteration 16800, lr = 0.001"
"I0429 12:03:33.181200  1383 solver.cpp:209] Iteration 16820, loss = 0.200795"
"I0429 12:03:33.181262  1383 solver.cpp:674] Iteration 16820, lr = 0.001"
"I0429 12:04:01.461519  1383 solver.cpp:209] Iteration 16840, loss = 0.238368"
"I0429 12:04:01.461643  1383 solver.cpp:674] Iteration 16840, lr = 0.001"
"I0429 12:04:29.745719  1383 solver.cpp:209] Iteration 16860, loss = 0.171257"
"I0429 12:04:29.745774  1383 solver.cpp:674] Iteration 16860, lr = 0.001"
"I0429 12:04:58.034358  1383 solver.cpp:209] Iteration 16880, loss = 0.197593"
"I0429 12:04:58.034493  1383 solver.cpp:674] Iteration 16880, lr = 0.001"
"I0429 12:05:26.317950  1383 solver.cpp:209] Iteration 16900, loss = 0.257832"
"I0429 12:05:26.318007  1383 solver.cpp:674] Iteration 16900, lr = 0.001"
"I0429 12:05:54.608640  1383 solver.cpp:209] Iteration 16920, loss = 0.170513"
"I0429 12:05:54.608775  1383 solver.cpp:674] Iteration 16920, lr = 0.001"
"I0429 12:06:22.900434  1383 solver.cpp:209] Iteration 16940, loss = 0.172967"
"I0429 12:06:22.900493  1383 solver.cpp:674] Iteration 16940, lr = 0.001"
"I0429 12:06:51.185299  1383 solver.cpp:209] Iteration 16960, loss = 0.367695"
"I0429 12:06:51.185408  1383 solver.cpp:674] Iteration 16960, lr = 0.001"
"I0429 12:07:19.466147  1383 solver.cpp:209] Iteration 16980, loss = 0.135424"
"I0429 12:07:19.466205  1383 solver.cpp:674] Iteration 16980, lr = 0.001"
"I0429 12:07:46.336639  1383 solver.cpp:264] Iteration 17000, Testing net (#0)"
I0429 12:08:49.382719  1383 solver.cpp:315]     Test net output #0: accuracy = 0.6817
"I0429 12:08:49.819941  1383 solver.cpp:209] Iteration 17000, loss = 0.348476"
"I0429 12:08:49.819996  1383 solver.cpp:674] Iteration 17000, lr = 0.001"
"I0429 12:09:18.102252  1383 solver.cpp:209] Iteration 17020, loss = 0.221313"
"I0429 12:09:18.102313  1383 solver.cpp:674] Iteration 17020, lr = 0.001"
"I0429 12:09:46.389312  1383 solver.cpp:209] Iteration 17040, loss = 0.281521"
"I0429 12:09:46.389467  1383 solver.cpp:674] Iteration 17040, lr = 0.001"
"I0429 12:10:14.681263  1383 solver.cpp:209] Iteration 17060, loss = 0.320833"
"I0429 12:10:14.681336  1383 solver.cpp:674] Iteration 17060, lr = 0.001"
"I0429 12:10:42.966959  1383 solver.cpp:209] Iteration 17080, loss = 0.221585"
"I0429 12:10:42.967119  1383 solver.cpp:674] Iteration 17080, lr = 0.001"
"I0429 12:11:11.255779  1383 solver.cpp:209] Iteration 17100, loss = 0.322732"
"I0429 12:11:11.255837  1383 solver.cpp:674] Iteration 17100, lr = 0.001"
"I0429 12:11:39.549734  1383 solver.cpp:209] Iteration 17120, loss = 0.19298"
"I0429 12:11:39.549865  1383 solver.cpp:674] Iteration 17120, lr = 0.001"
"I0429 12:12:07.828845  1383 solver.cpp:209] Iteration 17140, loss = 0.113048"
"I0429 12:12:07.828902  1383 solver.cpp:674] Iteration 17140, lr = 0.001"
"I0429 12:12:36.107321  1383 solver.cpp:209] Iteration 17160, loss = 0.284459"
"I0429 12:12:36.107403  1383 solver.cpp:674] Iteration 17160, lr = 0.001"
"I0429 12:13:04.394094  1383 solver.cpp:209] Iteration 17180, loss = 0.154598"
"I0429 12:13:04.394153  1383 solver.cpp:674] Iteration 17180, lr = 0.001"
"I0429 12:13:32.679815  1383 solver.cpp:209] Iteration 17200, loss = 0.229261"
"I0429 12:13:32.679890  1383 solver.cpp:674] Iteration 17200, lr = 0.001"
"I0429 12:14:00.963498  1383 solver.cpp:209] Iteration 17220, loss = 0.172859"
"I0429 12:14:00.963558  1383 solver.cpp:674] Iteration 17220, lr = 0.001"
"I0429 12:14:29.251379  1383 solver.cpp:209] Iteration 17240, loss = 0.309842"
"I0429 12:14:29.251503  1383 solver.cpp:674] Iteration 17240, lr = 0.001"
"I0429 12:14:57.542434  1383 solver.cpp:209] Iteration 17260, loss = 0.209165"
"I0429 12:14:57.542506  1383 solver.cpp:674] Iteration 17260, lr = 0.001"
"I0429 12:15:25.831081  1383 solver.cpp:209] Iteration 17280, loss = 0.206687"
"I0429 12:15:25.831202  1383 solver.cpp:674] Iteration 17280, lr = 0.001"
"I0429 12:15:54.123390  1383 solver.cpp:209] Iteration 17300, loss = 0.179327"
"I0429 12:15:54.123448  1383 solver.cpp:674] Iteration 17300, lr = 0.001"
"I0429 12:16:22.405805  1383 solver.cpp:209] Iteration 17320, loss = 0.244391"
"I0429 12:16:22.405881  1383 solver.cpp:674] Iteration 17320, lr = 0.001"
"I0429 12:16:50.695168  1383 solver.cpp:209] Iteration 17340, loss = 0.266929"
"I0429 12:16:50.695225  1383 solver.cpp:674] Iteration 17340, lr = 0.001"
"I0429 12:17:18.973058  1383 solver.cpp:209] Iteration 17360, loss = 0.256657"
"I0429 12:17:18.973165  1383 solver.cpp:674] Iteration 17360, lr = 0.001"
"I0429 12:17:47.257660  1383 solver.cpp:209] Iteration 17380, loss = 0.210006"
"I0429 12:17:47.257721  1383 solver.cpp:674] Iteration 17380, lr = 0.001"
"I0429 12:18:15.540956  1383 solver.cpp:209] Iteration 17400, loss = 0.270728"
"I0429 12:18:15.541031  1383 solver.cpp:674] Iteration 17400, lr = 0.001"
"I0429 12:18:43.823698  1383 solver.cpp:209] Iteration 17420, loss = 0.263537"
"I0429 12:18:43.823755  1383 solver.cpp:674] Iteration 17420, lr = 0.001"
"I0429 12:19:12.109125  1383 solver.cpp:209] Iteration 17440, loss = 0.21873"
"I0429 12:19:12.109202  1383 solver.cpp:674] Iteration 17440, lr = 0.001"
"I0429 12:19:40.398310  1383 solver.cpp:209] Iteration 17460, loss = 0.25022"
"I0429 12:19:40.398368  1383 solver.cpp:674] Iteration 17460, lr = 0.001"
"I0429 12:20:08.685082  1383 solver.cpp:209] Iteration 17480, loss = 0.248241"
"I0429 12:20:08.685159  1383 solver.cpp:674] Iteration 17480, lr = 0.001"
"I0429 12:20:36.970468  1383 solver.cpp:209] Iteration 17500, loss = 0.259387"
"I0429 12:20:36.970526  1383 solver.cpp:674] Iteration 17500, lr = 0.001"
"I0429 12:21:05.258571  1383 solver.cpp:209] Iteration 17520, loss = 0.189089"
"I0429 12:21:05.258646  1383 solver.cpp:674] Iteration 17520, lr = 0.001"
"I0429 12:21:33.543964  1383 solver.cpp:209] Iteration 17540, loss = 0.235476"
"I0429 12:21:33.544023  1383 solver.cpp:674] Iteration 17540, lr = 0.001"
"I0429 12:22:01.832993  1383 solver.cpp:209] Iteration 17560, loss = 0.227045"
"I0429 12:22:01.833066  1383 solver.cpp:674] Iteration 17560, lr = 0.001"
"I0429 12:22:30.113541  1383 solver.cpp:209] Iteration 17580, loss = 0.215266"
"I0429 12:22:30.113600  1383 solver.cpp:674] Iteration 17580, lr = 0.001"
"I0429 12:22:58.399570  1383 solver.cpp:209] Iteration 17600, loss = 0.23193"
"I0429 12:22:58.399687  1383 solver.cpp:674] Iteration 17600, lr = 0.001"
"I0429 12:23:26.678206  1383 solver.cpp:209] Iteration 17620, loss = 0.301551"
"I0429 12:23:26.678262  1383 solver.cpp:674] Iteration 17620, lr = 0.001"
"I0429 12:23:54.965546  1383 solver.cpp:209] Iteration 17640, loss = 0.240932"
"I0429 12:23:54.965688  1383 solver.cpp:674] Iteration 17640, lr = 0.001"
"I0429 12:24:23.244271  1383 solver.cpp:209] Iteration 17660, loss = 0.136266"
"I0429 12:24:23.244329  1383 solver.cpp:674] Iteration 17660, lr = 0.001"
"I0429 12:24:51.536011  1383 solver.cpp:209] Iteration 17680, loss = 0.242901"
"I0429 12:24:51.536092  1383 solver.cpp:674] Iteration 17680, lr = 0.001"
"I0429 12:25:19.814079  1383 solver.cpp:209] Iteration 17700, loss = 0.174246"
"I0429 12:25:19.814137  1383 solver.cpp:674] Iteration 17700, lr = 0.001"
"I0429 12:25:48.092831  1383 solver.cpp:209] Iteration 17720, loss = 0.283345"
"I0429 12:25:48.092907  1383 solver.cpp:674] Iteration 17720, lr = 0.001"
"I0429 12:26:16.367914  1383 solver.cpp:209] Iteration 17740, loss = 0.213664"
"I0429 12:26:16.367974  1383 solver.cpp:674] Iteration 17740, lr = 0.001"
"I0429 12:26:44.645882  1383 solver.cpp:209] Iteration 17760, loss = 0.257381"
"I0429 12:26:44.645959  1383 solver.cpp:674] Iteration 17760, lr = 0.001"
"I0429 12:27:12.927342  1383 solver.cpp:209] Iteration 17780, loss = 0.200996"
"I0429 12:27:12.927407  1383 solver.cpp:674] Iteration 17780, lr = 0.001"
"I0429 12:27:41.201858  1383 solver.cpp:209] Iteration 17800, loss = 0.187433"
"I0429 12:27:41.201935  1383 solver.cpp:674] Iteration 17800, lr = 0.001"
"I0429 12:28:09.490612  1383 solver.cpp:209] Iteration 17820, loss = 0.223087"
"I0429 12:28:09.490670  1383 solver.cpp:674] Iteration 17820, lr = 0.001"
"I0429 12:28:37.769373  1383 solver.cpp:209] Iteration 17840, loss = 0.189594"
"I0429 12:28:37.769448  1383 solver.cpp:674] Iteration 17840, lr = 0.001"
"I0429 12:29:06.050914  1383 solver.cpp:209] Iteration 17860, loss = 0.288543"
"I0429 12:29:06.050972  1383 solver.cpp:674] Iteration 17860, lr = 0.001"
"I0429 12:29:34.330929  1383 solver.cpp:209] Iteration 17880, loss = 0.18084"
"I0429 12:29:34.331050  1383 solver.cpp:674] Iteration 17880, lr = 0.001"
"I0429 12:30:02.616641  1383 solver.cpp:209] Iteration 17900, loss = 0.320632"
"I0429 12:30:02.616703  1383 solver.cpp:674] Iteration 17900, lr = 0.001"
"I0429 12:30:30.905936  1383 solver.cpp:209] Iteration 17920, loss = 0.222263"
"I0429 12:30:30.906014  1383 solver.cpp:674] Iteration 17920, lr = 0.001"
"I0429 12:30:59.193550  1383 solver.cpp:209] Iteration 17940, loss = 0.295529"
"I0429 12:30:59.193608  1383 solver.cpp:674] Iteration 17940, lr = 0.001"
"I0429 12:31:27.485412  1383 solver.cpp:209] Iteration 17960, loss = 0.177974"
"I0429 12:31:27.485488  1383 solver.cpp:674] Iteration 17960, lr = 0.001"
"I0429 12:31:55.770089  1383 solver.cpp:209] Iteration 17980, loss = 0.236233"
"I0429 12:31:55.770149  1383 solver.cpp:674] Iteration 17980, lr = 0.001"
"I0429 12:32:22.639735  1383 solver.cpp:264] Iteration 18000, Testing net (#0)"
I0429 12:33:25.708117  1383 solver.cpp:315]     Test net output #0: accuracy = 0.6875
"I0429 12:33:26.145342  1383 solver.cpp:209] Iteration 18000, loss = 0.217863"
"I0429 12:33:26.145397  1383 solver.cpp:674] Iteration 18000, lr = 0.001"
"I0429 12:33:54.441231  1383 solver.cpp:209] Iteration 18020, loss = 0.232247"
"I0429 12:33:54.441293  1383 solver.cpp:674] Iteration 18020, lr = 0.001"
"I0429 12:34:22.737586  1383 solver.cpp:209] Iteration 18040, loss = 0.182689"
"I0429 12:34:22.737661  1383 solver.cpp:674] Iteration 18040, lr = 0.001"
"I0429 12:34:51.024283  1383 solver.cpp:209] Iteration 18060, loss = 0.173851"
"I0429 12:34:51.024343  1383 solver.cpp:674] Iteration 18060, lr = 0.001"
"I0429 12:35:19.324084  1383 solver.cpp:209] Iteration 18080, loss = 0.123258"
"I0429 12:35:19.324158  1383 solver.cpp:674] Iteration 18080, lr = 0.001"
"I0429 12:35:47.617084  1383 solver.cpp:209] Iteration 18100, loss = 0.222333"
"I0429 12:35:47.617142  1383 solver.cpp:674] Iteration 18100, lr = 0.001"
